id,date,user,pc,activity,hour,dayofweek,activity_binary,text,predicted_label,risk_level
{H6A3-Y9DK81VM-5892XSWS},2010-01-07 09:17:26,HRL0540,PC-1117,Disconnect,9,3,0,"Device activity from HRL0540 on PC-1117 at January 07, 2010 at 09:17 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 9.",uncertain,LOW
{O4S1-Q4XV41XH-9849RCSM},2010-01-06 13:54:14,RVF0201,PC-7899,Disconnect,13,2,0,"Device activity from RVF0201 on PC-7899 at January 06, 2010 at 01:54 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 13.",uncertain,LOW
{K7F3-X2RM90RG-4854KIAH},2010-01-04 14:10:13,THR0873,PC-4804,Connect,14,0,1,"Device activity from THR0873 on PC-4804 at January 04, 2010 at 02:10 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 14.",uncertain,MEDIUM
{M5Q9-J4JI74WD-0916DWPQ},2010-01-05 15:46:14,NWT0098,PC-4667,Connect,15,1,1,"Device activity from NWT0098 on PC-4667 at January 05, 2010 at 03:46 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 15.",uncertain,MEDIUM
{A8G4-Q1SH91DW-8720NFUO},2010-01-04 14:41:57,RDT0424,PC-3742,Disconnect,14,0,0,"Device activity from RDT0424 on PC-3742 at January 04, 2010 at 02:41 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 14.",uncertain,LOW
{N0O9-H0TJ00DL-9878SSZL},2010-01-04 16:27:52,KWE0082,PC-1933,Disconnect,16,0,0,"Device activity from KWE0082 on PC-1933 at January 04, 2010 at 04:27 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 16.",uncertain,LOW
{Q5Y9-L1GI24OQ-9424WIXC},2010-01-05 09:29:49,IIW0249,PC-0843,Connect,9,1,1,"Device activity from IIW0249 on PC-0843 at January 05, 2010 at 09:29 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 9.",uncertain,MEDIUM
{A8Q8-N8RC12LT-0949VHKM},2010-01-05 12:22:47,HCM0267,PC-7651,Disconnect,12,1,0,"Device activity from HCM0267 on PC-7651 at January 05, 2010 at 12:22 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 12.",uncertain,LOW
{H9I7-B3BN29PL-2021TSNT},2010-01-04 16:17:41,AHM0410,PC-3686,Connect,16,0,1,"Device activity from AHM0410 on PC-3686 at January 04, 2010 at 04:17 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 16.",uncertain,MEDIUM
{T2N5-N4YH79PP-0709VVPY},2010-01-06 12:36:23,BRM0995,PC-0768,Disconnect,12,2,0,"Device activity from BRM0995 on PC-0768 at January 06, 2010 at 12:36 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 12.",uncertain,LOW
{N0B1-Q1AT64VS-4494MQBY},2010-01-05 12:14:39,CTA0020,PC-3118,Connect,12,1,1,"Device activity from CTA0020 on PC-3118 at January 05, 2010 at 12:14 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 12.",uncertain,MEDIUM
{F4A3-I0IL09VF-9982SNES},2010-01-06 15:41:17,ZKS0899,PC-8517,Disconnect,15,2,0,"Device activity from ZKS0899 on PC-8517 at January 06, 2010 at 03:41 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 15.",uncertain,LOW
{W3N7-E9OO96HN-5637CXUF},2010-01-04 08:29:18,BMG0917,PC-6688,Connect,8,0,1,"Device activity from BMG0917 on PC-6688 at January 04, 2010 at 08:29 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 8.",uncertain,MEDIUM
{U9B3-A7ON18HL-9002JZEQ},2010-01-07 12:07:05,PDH0716,PC-0379,Disconnect,12,3,0,"Device activity from PDH0716 on PC-0379 at January 07, 2010 at 12:07 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 12.",uncertain,LOW
{S3X5-L1SD69JR-5386YAQW},2010-01-04 14:00:31,QRM0739,PC-7343,Connect,14,0,1,"Device activity from QRM0739 on PC-7343 at January 04, 2010 at 02:00 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 14.",uncertain,MEDIUM
{D7A9-E3PX19OC-9488ZQMM},2010-01-07 12:48:46,HXL0968,PC-0623,Connect,12,3,1,"Device activity from HXL0968 on PC-0623 at January 07, 2010 at 12:48 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 12.",uncertain,MEDIUM
{N0D2-G8SY39BQ-0163NHWC},2010-01-06 17:18:53,ZKS0899,PC-8517,Connect,17,2,1,"Device activity from ZKS0899 on PC-8517 at January 06, 2010 at 05:18 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 17.",uncertain,MEDIUM
{K1J8-R9NM32ZX-9301WJOE},2010-01-07 12:35:37,WIQ0567,PC-6113,Disconnect,12,3,0,"Device activity from WIQ0567 on PC-6113 at January 07, 2010 at 12:35 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 12.",uncertain,LOW
{X7H2-P8KS00QW-7922MLUR},2010-01-07 08:27:05,NWT0098,PC-4667,Disconnect,8,3,0,"Device activity from NWT0098 on PC-4667 at January 07, 2010 at 08:27 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 8.",uncertain,LOW
{Z9R3-R6UR68XV-8913MHMT},2010-01-06 11:15:22,BJP0134,PC-0898,Disconnect,11,2,0,"Device activity from BJP0134 on PC-0898 at January 06, 2010 at 11:15 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 11.",uncertain,LOW
{Q9H6-H6EA10BH-7126JHRV},2010-01-07 07:57:00,AIB0948,PC-8245,Disconnect,7,3,0,"Device activity from AIB0948 on PC-8245 at January 07, 2010 at 07:57 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 7.",uncertain,LOW
{D3Y4-Y4JI05CD-0467KNAS},2010-01-04 15:02:22,HDH0928,PC-0252,Connect,15,0,1,"Device activity from HDH0928 on PC-0252 at January 04, 2010 at 03:02 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 15.",uncertain,MEDIUM
{I6R3-J2WP50ZV-7262FNAB},2010-01-05 15:25:54,DLM0051,PC-0166,Disconnect,15,1,0,"Device activity from DLM0051 on PC-0166 at January 05, 2010 at 03:25 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 15.",uncertain,LOW
{U7C2-I8HQ25AX-2893GHXF},2010-01-04 15:24:20,HCM0267,PC-7651,Connect,15,0,1,"Device activity from HCM0267 on PC-7651 at January 04, 2010 at 03:24 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 15.",uncertain,MEDIUM
{M5Z9-T1YX70KZ-7630YDXB},2010-01-02 15:28:01,HPH0075,PC-2417,Disconnect,15,5,0,"Device activity from HPH0075 on PC-2417 at January 02, 2010 at 03:28 PM. Activity: Disconnect (Binary: 0). Occurred on Fri at hour 15.",uncertain,MEDIUM
{G6Z7-T1VK23LU-5803QRNZ},2010-01-05 08:21:47,HXL0968,PC-0623,Disconnect,8,1,0,"Device activity from HXL0968 on PC-0623 at January 05, 2010 at 08:21 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 8.",uncertain,LOW
{N6Y0-T0QN14OE-8025AQCA},2010-01-04 09:56:24,BJP0134,PC-0898,Connect,9,0,1,"Device activity from BJP0134 on PC-0898 at January 04, 2010 at 09:56 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 9.",uncertain,MEDIUM
{P3R7-K2WX80AH-7467ADVS},2010-01-04 17:31:28,JFC0557,PC-9179,Disconnect,17,0,0,"Device activity from JFC0557 on PC-9179 at January 04, 2010 at 05:31 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 17.",uncertain,LOW
{B0H1-H5JV43SO-6965TPWO},2010-01-06 07:23:42,AVM0947,PC-0285,Disconnect,7,2,0,"Device activity from AVM0947 on PC-0285 at January 06, 2010 at 07:23 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 7.",uncertain,LOW
{P6E4-E4VG29LQ-4980TDQI},2010-01-06 11:11:02,HCM0267,PC-7651,Connect,11,2,1,"Device activity from HCM0267 on PC-7651 at January 06, 2010 at 11:11 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 11.",uncertain,MEDIUM
{Q2X7-K6OC42DJ-9108RTRK},2010-01-04 14:11:54,HJS0072,PC-0836,Connect,14,0,1,"Device activity from HJS0072 on PC-0836 at January 04, 2010 at 02:11 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 14.",uncertain,MEDIUM
{F9H8-A6QG91GY-2330LRMH},2010-01-03 08:24:06,LBH0942,PC-3640,Connect,8,6,1,"Device activity from LBH0942 on PC-3640 at January 03, 2010 at 08:24 AM. Activity: Connect (Binary: 1). Occurred on Sat at hour 8.",uncertain,HIGH
{S8Q3-Q8ZL16EU-6722UNMJ},2010-01-04 16:58:06,LCB0664,PC-3196,Disconnect,16,0,0,"Device activity from LCB0664 on PC-3196 at January 04, 2010 at 04:58 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 16.",uncertain,LOW
{A6K8-H2EO97EJ-6176LAOX},2010-01-06 15:31:02,DLM0051,PC-0166,Disconnect,15,2,0,"Device activity from DLM0051 on PC-0166 at January 06, 2010 at 03:31 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 15.",uncertain,LOW
{N2A9-M8SK72IL-8614DRRO},2010-01-07 16:07:14,FFC0891,PC-5843,Disconnect,16,3,0,"Device activity from FFC0891 on PC-5843 at January 07, 2010 at 04:07 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 16.",uncertain,LOW
{Q9B3-Q9JK09GH-2944IWQQ},2010-01-04 13:10:20,RSC0089,PC-9929,Connect,13,0,1,"Device activity from RSC0089 on PC-9929 at January 04, 2010 at 01:10 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 13.",uncertain,MEDIUM
{Q3U8-Y9SN87GF-2359OHOS},2010-01-06 08:53:17,IBB0359,PC-4195,Disconnect,8,2,0,"Device activity from IBB0359 on PC-4195 at January 06, 2010 at 08:53 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 8.",uncertain,LOW
{S4K3-Y1OL94CW-7784MULX},2010-01-07 10:01:28,SMY0792,PC-5923,Disconnect,10,3,0,"Device activity from SMY0792 on PC-5923 at January 07, 2010 at 10:01 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 10.",uncertain,LOW
{D1C2-L5PJ93XP-3787LZWI},2010-01-04 16:53:28,AHM0410,PC-3686,Disconnect,16,0,0,"Device activity from AHM0410 on PC-3686 at January 04, 2010 at 04:53 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 16.",uncertain,LOW
{Y4X6-Q7PN20BN-3285WPQD},2010-01-04 07:58:02,LCB0664,PC-3196,Connect,7,0,1,"Device activity from LCB0664 on PC-3196 at January 04, 2010 at 07:58 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 7.",uncertain,MEDIUM
{R1K9-N3UA03SA-2433JYPC},2010-01-05 09:26:20,DIB0081,PC-9524,Disconnect,9,1,0,"Device activity from DIB0081 on PC-9524 at January 05, 2010 at 09:26 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 9.",uncertain,LOW
{I0P0-Y3OQ09CD-3496MADU},2010-01-05 15:54:24,PDH0716,PC-0379,Connect,15,1,1,"Device activity from PDH0716 on PC-0379 at January 05, 2010 at 03:54 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 15.",uncertain,MEDIUM
{U2J7-I5BC86SV-6615NCTU},2010-01-07 06:11:10,BAL0044,PC-8734,Disconnect,6,3,0,"Device activity from BAL0044 on PC-8734 at January 07, 2010 at 06:11 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 6.",uncertain,LOW
{R8R5-U7GJ34SO-1003FPBA},2010-01-04 16:21:14,IIW0249,PC-0843,Disconnect,16,0,0,"Device activity from IIW0249 on PC-0843 at January 04, 2010 at 04:21 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 16.",uncertain,LOW
{E2Z7-C9EC20UR-5269LESS},2010-01-07 10:25:39,TSR0676,PC-9227,Connect,10,3,1,"Device activity from TSR0676 on PC-9227 at January 07, 2010 at 10:25 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 10.",uncertain,MEDIUM
{U5U9-Z1VE97PD-2389LTLC},2010-01-05 16:17:25,CGB0637,PC-8508,Connect,16,1,1,"Device activity from CGB0637 on PC-8508 at January 05, 2010 at 04:17 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 16.",uncertain,MEDIUM
{F8E8-T5RD43WF-0975DKBZ},2010-01-05 17:06:55,THR0873,PC-4804,Connect,17,1,1,"Device activity from THR0873 on PC-4804 at January 05, 2010 at 05:06 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 17.",uncertain,MEDIUM
{N4B9-V4FU77OR-8446ASYP},2010-01-04 15:43:46,ESR0693,PC-8863,Connect,15,0,1,"Device activity from ESR0693 on PC-8863 at January 04, 2010 at 03:43 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 15.",uncertain,MEDIUM
{E9X3-U2NM92IH-1067XWTU},2010-01-04 15:27:45,AJF0370,PC-8651,Connect,15,0,1,"Device activity from AJF0370 on PC-8651 at January 04, 2010 at 03:27 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 15.",uncertain,MEDIUM
{O2T0-H7RC46MI-8111KKJP},2010-01-03 14:34:55,OBH0499,PC-7989,Connect,14,6,1,"Device activity from OBH0499 on PC-7989 at January 03, 2010 at 02:34 PM. Activity: Connect (Binary: 1). Occurred on Sat at hour 14.",uncertain,HIGH
{K7G9-U6US89IQ-2234CYNT},2010-01-07 10:20:06,MPM0220,PC-2344,Disconnect,10,3,0,"Device activity from MPM0220 on PC-2344 at January 07, 2010 at 10:20 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 10.",uncertain,LOW
{H6J8-O5RH26IX-9854PWNK},2010-01-06 10:56:47,RUM0880,PC-8592,Connect,10,2,1,"Device activity from RUM0880 on PC-8592 at January 06, 2010 at 10:56 AM. Activity: Connect (Binary: 1). Occurred on Tue at hour 10.",uncertain,MEDIUM
{S3G1-L7BP28NU-8001AGLK},2010-01-04 15:39:57,LCB0664,PC-3196,Connect,15,0,1,"Device activity from LCB0664 on PC-3196 at January 04, 2010 at 03:39 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 15.",uncertain,MEDIUM
{B1X7-U8GZ67EN-2043IGHW},2010-01-05 14:56:49,RNP0211,PC-1736,Disconnect,14,1,0,"Device activity from RNP0211 on PC-1736 at January 05, 2010 at 02:56 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 14.",uncertain,LOW
{L9I0-G9BT11MB-7110RMLX},2010-01-06 08:15:11,MPM0220,PC-7965,Disconnect,8,2,0,"Device activity from MPM0220 on PC-7965 at January 06, 2010 at 08:15 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 8.",uncertain,LOW
{N8V2-C0GX43EI-0394ZUDQ},2010-01-04 04:46:34,EIS0041,PC-9822,Disconnect,4,0,0,"Device activity from EIS0041 on PC-9822 at January 04, 2010 at 04:46 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 4.",uncertain,LOW
{M3S7-S6WS80TF-1438VXRF},2010-01-04 09:44:26,OBH0499,PC-7989,Disconnect,9,0,0,"Device activity from OBH0499 on PC-7989 at January 04, 2010 at 09:44 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 9.",uncertain,LOW
{X8U0-W2NQ92TL-9834EBVR},2010-01-04 14:21:51,LBH0942,PC-3640,Connect,14,0,1,"Device activity from LBH0942 on PC-3640 at January 04, 2010 at 02:21 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 14.",uncertain,MEDIUM
{L6V6-F9ZV53AL-7319MSZC},2010-01-04 15:34:39,JDF0593,PC-6301,Connect,15,0,1,"Device activity from JDF0593 on PC-6301 at January 04, 2010 at 03:34 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 15.",uncertain,MEDIUM
{E4C6-L6HZ48LO-8600PVCS},2010-01-07 13:16:12,AVM0947,PC-0285,Disconnect,13,3,0,"Device activity from AVM0947 on PC-0285 at January 07, 2010 at 01:16 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 13.",uncertain,LOW
{V8G1-C4EA91DK-9987ALAP},2010-01-04 14:09:27,IRM0931,PC-7188,Disconnect,14,0,0,"Device activity from IRM0931 on PC-7188 at January 04, 2010 at 02:09 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 14.",uncertain,LOW
{J4G3-D9OL00AU-4765ULZP},2010-01-07 14:05:01,DBB0384,PC-4243,Disconnect,14,3,0,"Device activity from DBB0384 on PC-4243 at January 07, 2010 at 02:05 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 14.",uncertain,LOW
{E1D9-D1LL11ML-2021MUDV},2010-01-07 08:44:39,XWD0923,PC-1637,Connect,8,3,1,"Device activity from XWD0923 on PC-1637 at January 07, 2010 at 08:44 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 8.",uncertain,MEDIUM
{Q3Y1-D8GI50OZ-7275ZJHZ},2010-01-06 11:55:47,LCB0664,PC-3196,Disconnect,11,2,0,"Device activity from LCB0664 on PC-3196 at January 06, 2010 at 11:55 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 11.",uncertain,LOW
{S7J0-B7SH71GJ-5660EQRK},2010-01-05 16:58:20,JBD0616,PC-1479,Disconnect,16,1,0,"Device activity from JBD0616 on PC-1479 at January 05, 2010 at 04:58 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 16.",uncertain,LOW
{Q0F7-S0KN34JP-9704RGSU},2010-01-07 09:37:20,ICH0294,PC-8526,Connect,9,3,1,"Device activity from ICH0294 on PC-8526 at January 07, 2010 at 09:37 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 9.",uncertain,MEDIUM
{G9S9-C2BO54CQ-4387CMVR},2010-01-04 14:31:12,KCO0122,PC-9174,Connect,14,0,1,"Device activity from KCO0122 on PC-9174 at January 04, 2010 at 02:31 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 14.",uncertain,MEDIUM
{V1S0-C9NC25DE-8893BXNQ},2010-01-05 14:03:08,BSS0369,PC-3672,Connect,14,1,1,"Device activity from BSS0369 on PC-3672 at January 05, 2010 at 02:03 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 14.",uncertain,MEDIUM
{O4C4-L7PH39XE-8783UWOJ},2010-01-07 13:09:10,RAR0725,PC-4159,Disconnect,13,3,0,"Device activity from RAR0725 on PC-4159 at January 07, 2010 at 01:09 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 13.",uncertain,LOW
{J1B4-T1GC74PS-4495EDER},2010-01-04 05:41:54,MPM0220,PC-3764,Disconnect,5,0,0,"Device activity from MPM0220 on PC-3764 at January 04, 2010 at 05:41 AM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 5.",uncertain,LOW
{V3W7-A8GD17RF-1034LTST},2010-01-06 15:11:49,HDS0367,PC-8680,Connect,15,2,1,"Device activity from HDS0367 on PC-8680 at January 06, 2010 at 03:11 PM. Activity: Connect (Binary: 1). Occurred on Tue at hour 15.",uncertain,MEDIUM
{I1B5-R6YC12UG-1872QNCH},2010-01-04 16:20:58,SMY0792,PC-5923,Connect,16,0,1,"Device activity from SMY0792 on PC-5923 at January 04, 2010 at 04:20 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 16.",uncertain,MEDIUM
{N7F6-T6EJ17BG-5792WGJR},2010-01-07 16:13:24,JDF0593,PC-6301,Disconnect,16,3,0,"Device activity from JDF0593 on PC-6301 at January 07, 2010 at 04:13 PM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 16.",uncertain,LOW
{K6N7-I6SG73XO-3113JGXB},2010-01-04 13:51:58,AIB0948,PC-8245,Disconnect,13,0,0,"Device activity from AIB0948 on PC-8245 at January 04, 2010 at 01:51 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 13.",uncertain,LOW
{C3P9-G6TH99GC-9398YOOP},2010-01-06 11:27:51,GNS0178,PC-6846,Disconnect,11,2,0,"Device activity from GNS0178 on PC-6846 at January 06, 2010 at 11:27 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 11.",uncertain,LOW
{S6L4-F4ML38GS-7100BFAO},2010-01-07 02:51:06,CCA0046,PC-1479,Connect,2,3,1,"Device activity from CCA0046 on PC-1479 at January 07, 2010 at 02:51 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 2.",uncertain,MEDIUM
{J9P8-E0ZD86MG-1457WYCN},2010-01-06 11:46:04,CLB0774,PC-7029,Disconnect,11,2,0,"Device activity from CLB0774 on PC-7029 at January 06, 2010 at 11:46 AM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 11.",uncertain,LOW
{G8D5-T9IQ33WW-8821NYRU},2010-01-06 14:52:57,BJP0134,PC-0898,Disconnect,14,2,0,"Device activity from BJP0134 on PC-0898 at January 06, 2010 at 02:52 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 14.",uncertain,LOW
{A9T5-F1CF69WJ-0539YMCJ},2010-01-04 11:00:37,VSS0154,PC-6055,Connect,11,0,1,"Device activity from VSS0154 on PC-6055 at January 04, 2010 at 11:00 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 11.",uncertain,MEDIUM
{U5J1-E6EZ33PH-4385ZQVJ},2010-01-06 13:25:19,HBO0413,PC-7384,Disconnect,13,2,0,"Device activity from HBO0413 on PC-7384 at January 06, 2010 at 01:25 PM. Activity: Disconnect (Binary: 0). Occurred on Tue at hour 13.",uncertain,LOW
{F5J0-I4DA39MR-2346WOUI},2010-01-05 10:01:44,IBB0359,PC-4195,Connect,10,1,1,"Device activity from IBB0359 on PC-4195 at January 05, 2010 at 10:01 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 10.",uncertain,MEDIUM
{W6W1-M6SH74IJ-3042RFQN},2010-01-04 17:46:24,ICH0294,PC-8526,Disconnect,17,0,0,"Device activity from ICH0294 on PC-8526 at January 04, 2010 at 05:46 PM. Activity: Disconnect (Binary: 0). Occurred on Sun at hour 17.",uncertain,LOW
{L1B1-F8MW74VK-8798VQCU},2010-01-07 08:54:36,OBH0499,PC-7989,Connect,8,3,1,"Device activity from OBH0499 on PC-7989 at January 07, 2010 at 08:54 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 8.",uncertain,MEDIUM
{X4S9-D6AO24XF-5184PAPD},2010-01-05 10:44:28,QJR0688,PC-4835,Connect,10,1,1,"Device activity from QJR0688 on PC-4835 at January 05, 2010 at 10:44 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 10.",uncertain,MEDIUM
{Y7Y5-X7TV77ZQ-7818AZQV},2010-01-05 08:50:31,BSS0369,PC-3672,Disconnect,8,1,0,"Device activity from BSS0369 on PC-3672 at January 05, 2010 at 08:50 AM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 8.",uncertain,LOW
{G4Y9-Q2VM89EE-3704TKVD},2010-01-05 09:22:52,RNP0211,PC-1736,Connect,9,1,1,"Device activity from RNP0211 on PC-1736 at January 05, 2010 at 09:22 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 9.",uncertain,MEDIUM
{G6N5-J6XN21MO-3049KHKK},2010-01-05 15:24:20,DBB0384,PC-4243,Disconnect,15,1,0,"Device activity from DBB0384 on PC-4243 at January 05, 2010 at 03:24 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 15.",uncertain,LOW
{R5G1-U1PD73ZW-5306DGKY},2010-01-05 14:22:57,AJF0370,PC-8651,Connect,14,1,1,"Device activity from AJF0370 on PC-8651 at January 05, 2010 at 02:22 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 14.",uncertain,MEDIUM
{G7F9-H6KI00LV-6017UZQU},2010-01-05 12:33:17,MOH0273,PC-6699,Connect,12,1,1,"Device activity from MOH0273 on PC-6699 at January 05, 2010 at 12:33 PM. Activity: Connect (Binary: 1). Occurred on Mon at hour 12.",uncertain,MEDIUM
{N9H5-H1KM58VX-5945VNBO},2010-01-07 16:08:34,CTA0020,PC-3118,Connect,16,3,1,"Device activity from CTA0020 on PC-3118 at January 07, 2010 at 04:08 PM. Activity: Connect (Binary: 1). Occurred on Wed at hour 16.",uncertain,MEDIUM
{J0U9-Z6LG19DF-9388RLPM},2010-01-05 11:52:26,WIF0691,PC-6390,Connect,11,1,1,"Device activity from WIF0691 on PC-6390 at January 05, 2010 at 11:52 AM. Activity: Connect (Binary: 1). Occurred on Mon at hour 11.",uncertain,MEDIUM
{C1E3-B4SB18PC-3889QUAZ},2010-01-04 16:16:23,HPH0075,PC-2417,Connect,16,0,1,"Device activity from HPH0075 on PC-2417 at January 04, 2010 at 04:16 PM. Activity: Connect (Binary: 1). Occurred on Sun at hour 16.",uncertain,MEDIUM
{Q2F0-M0WL87TC-6335VXYE},2010-01-05 12:23:45,MOH0273,PC-6699,Disconnect,12,1,0,"Device activity from MOH0273 on PC-6699 at January 05, 2010 at 12:23 PM. Activity: Disconnect (Binary: 0). Occurred on Mon at hour 12.",uncertain,LOW
{A3P5-I5OM62WY-4351ZYHZ},2010-01-07 11:52:46,THR0873,PC-4804,Connect,11,3,1,"Device activity from THR0873 on PC-4804 at January 07, 2010 at 11:52 AM. Activity: Connect (Binary: 1). Occurred on Wed at hour 11.",uncertain,MEDIUM
{L1W5-M1GQ11TK-4666KFEI},2010-01-04 10:33:27,DIW0118,PC-0174,Connect,10,0,1,"Device activity from DIW0118 on PC-0174 at January 04, 2010 at 10:33 AM. Activity: Connect (Binary: 1). Occurred on Sun at hour 10.",uncertain,MEDIUM
{K4S4-S0AU38RU-7888JZFI},2010-01-07 09:18:08,HRL0540,PC-1117,Disconnect,9,3,0,"Device activity from HRL0540 on PC-1117 at January 07, 2010 at 09:18 AM. Activity: Disconnect (Binary: 0). Occurred on Wed at hour 9.",uncertain,LOW
